保存した波形 C3
 1 列目は時間,2 列目は信号値
 
-2.52e-08,-7.678788685439031e-05
-2.4999999997329714e-08,-0.00012690385082692046
-2.4799999994659428e-08,-0.00018146558579701377
-2.459999999198914e-08,-0.00023036906677020852
-2.4399999989318855e-08,-0.0002930140217358712
-2.419999998664857e-08,-0.0003164553597230224
-2.3999999983978282e-08,-0.000373846221691565
-2.3799999981307996e-08,-0.0004037541356751717
-2.359999997863771e-08,-0.000452253455648588
-2.3399999975967423e-08,-0.00048781962362909326
-2.3199999973297137e-08,-0.0005209608256109277
-2.299999997062685e-08,-0.0005553145105920976
-2.2799999967956564e-08,-0.0005900723565730459
-2.2599999965286278e-08,-0.0006207885925562096
-2.239999996261599e-08,-0.0006292759735515574
-2.2199999959945705e-08,-0.0006648421415320627
-2.199999995727542e-08,-0.0006878793185194354
-2.1799999954605132e-08,-0.0007088956905079158
-2.1599999951934846e-08,-0.0007202121985017129
-2.139999994926456e-08,-0.0007274870964977254
-2.1199999946594273e-08,-0.0007351661554935163
-2.0999999943923986e-08,-0.0007493117904857627
-2.07999999412537e-08,-0.0007545658834828828
-2.0599999938583414e-08,-0.0007497159514855412
-2.0399999935913127e-08,-0.0007440576974886426
-2.019999993324284e-08,-0.0007206163595014914
-1.9999999930572554e-08,-0.0007218288425008268
-1.9799999927902268e-08,-0.0006616088535338349
-1.9599999925231982e-08,-0.0006466548965420316
-1.9399999922561695e-08,-0.0005989638985681722
-1.919999991989141e-08,-0.000556526993591433
-1.8999999917221123e-08,-0.0005068151906186813
-1.8799999914550836e-08,-0.00045508258264703727
-1.859999991188055e-08,-0.00039647923767915927
-1.8399999909210263e-08,-0.0003427258247086229
-1.8199999906539977e-08,-0.0002748267767458401
-1.799999990386969e-08,-0.00018914464479280468
-1.7799999901199404e-08,-0.0001054833178386616
-1.7599999898529118e-08,-2.3438634883632403e-05
-1.739999989585883e-08,5.901020907117527e-05
-1.7199999893188545e-08,0.00014307569702509682
-1.699999989051826e-08,0.0002461367519686064
-1.6799999887847972e-08,0.0003427312309156605
-1.6599999885177686e-08,0.0004453881248593916
-1.63999998825074e-08,0.0005435992478055596
-1.6199999879837113e-08,0.0006769723777324543
-1.5999999877166827e-08,0.0007905416186702041
