保存した波形 C3
 1 列目は時間,2 列目は信号値
 
-2.52e-08,0.0004704461068456567
-2.4999999997329714e-08,0.00038476397489262126
-2.4799999994659428e-08,0.0002724072169542069
-2.459999999198914e-08,0.00014913811202177385
-2.4399999989318855e-08,5.133115007538436e-05
-2.419999998664857e-08,-6.183392986258696e-05
-2.3999999983978282e-08,-0.00018186974679679224
-2.3799999981307996e-08,-0.000302309724730776
-2.359999997863771e-08,-0.00043447037165833535
-2.3399999975967423e-08,-0.0005593561205898823
-2.3199999973297137e-08,-0.0006680754295302904
-2.299999997062685e-08,-0.0007670948744760153
-2.2799999967956564e-08,-0.0008568186164268354
-2.2599999965286278e-08,-0.0009542214173734465
-2.239999996261599e-08,-0.0009861501363559455
-2.2199999959945705e-08,-0.0010645573703129685
-2.199999995727542e-08,-0.0011110358852874924
-2.1799999954605132e-08,-0.0011688309082558135
-2.1599999951934846e-08,-0.0011922722462429647
-2.139999994926456e-08,-0.0012120761352321097
-2.1199999946594273e-08,-0.0012427923712152733
-2.0999999943923986e-08,-0.0012464298202132795
-2.07999999412537e-08,-0.00126744619220176
-2.0599999938583414e-08,-0.0012767418951966647
-2.0399999935913127e-08,-0.001280379344194671
-2.019999993324284e-08,-0.00126744619220176
-1.9999999930572554e-08,-0.0012739127681982154
-1.9799999927902268e-08,-0.0012609796162053044
-1.9599999925231982e-08,-0.0012419840492157164
-1.9399999922561695e-08,-0.0012108636522327743
-1.919999991989141e-08,-0.0011757016452520475
-1.8999999917221123e-08,-0.0011255856812795173
-1.8799999914550836e-08,-0.0010629407263138546
-1.859999991188055e-08,-0.0009962541613504072
-1.8399999909210263e-08,-0.0008992555214035747
-1.8199999906539977e-08,-0.0007974069494594005
-1.799999990386969e-08,-0.000673733683527189
-1.7799999901199404e-08,-0.0005254065966084909
-1.7599999898529118e-08,-0.0003754628656906789
-1.739999989585883e-08,-0.00018833632279324775
-1.7199999893188545e-08,-1.656789788739843e-05
-1.699999989051826e-08,0.00018025850900471596
-1.6799999887847972e-08,0.0003568768659079069
-1.6599999885177686e-08,0.0005343035448106548
-1.63999998825074e-08,0.0006737390897342266
-1.6199999879837113e-08,0.0007966040336668812
-1.5999999877166827e-08,0.0009065358256066247
-1.579999987449654e-08,0.0009970678895570018
-1.5599999871826254e-08,0.0010350590235361778
-1.5399999869155967e-08,0.0010734543185151324
-1.519999986648568e-08,0.0011029580714989606
-1.4999999863815395e-08,0.0010968956565022836
-1.4799999861145108e-08,0.0011065955204969669
-1.4599999858474822e-08,0.0010779000895126956
-1.4399999855804535e-08,0.0010762834455135817
-1.4199999853134249e-08,0.0010548629125253228
-1.3999999850463963e-08,0.001051629624527095
-1.3799999847793676e-08,0.0010217217105434884
-1.359999984512339e-08,0.001006767753551685
-1.3399999842453104e-08,0.001005959431552128
-1.3199999839782817e-08,0.0009833264155645338
-1.299999983711253e-08,0.0009889846695614324
-1.2799999834442244e-08,0.000948164408583807
-1.2599999831771958e-08,0.0009247230705966558
-1.2399999829101672e-08,0.0008798611996212458
-1.2199999826431385e-08,0.0008349993286458357
-1.1999999823761099e-08,0.0007768001446777362
-1.1799999821090812e-08,0.0006838431147286883
-1.1599999818420526e-08,0.0006001817877745452
-1.139999981575024e-08,0.000498333215830371
-1.1199999813079953e-08,0.00040982195687888634
-1.0999999810409667e-08,0.00028614869094667483
-1.079999980773938e-08,0.0001968291099956332
-1.0599999805069094e-08,8.123906405899106e-05
-1.0399999802398808e-08,-9.292999891385989e-06
-1.0199999799728521e-08,-0.00010709996183777548
-9.999999797058235e-09,-0.00020086531378638028
-9.799999794387948e-09,-0.00029382234373542815
-9.599999791717662e-09,-0.00038112111968757745
-9.399999789047376e-09,-0.0004845863356308655
-9.19999978637709e-09,-0.0005472312905965282
-8.999999783706803e-09,-0.0006114928895613048
-8.799999781036517e-09,-0.0006709045565287397
-8.59999977836623e-09,-0.0007307203844959531
-8.399999775695944e-09,-0.0007618407814788952
-8.199999773025657e-09,-0.0008446937864334814
-7.999999770355371e-09,-0.0008907681404082268
-7.799999767685085e-09,-0.0009433090703794278
-7.599999765014798e-09,-0.0009776627553605977
-7.399999762344512e-09,-0.0010140372453406599
-7.199999759674225e-09,-0.0010394993883267034
-6.999999757003939e-09,-0.0010399035493264819
-6.799999754333653e-09,-0.0010366702613282541
-6.599999751663366e-09,-0.0010310120073313556
-6.39999974899308e-09,-0.000987362619355281
-6.1999997463227934e-09,-0.0009594755103705666
-5.999999743652507e-09,-0.0009097637073978149
-5.799999740982221e-09,-0.0008325689564401273
-5.599999738311934e-09,-0.000745270180487978
-5.399999735641648e-09,-0.000582393297577255
-5.1999997329713615e-09,-0.0003766753486900143
-4.999999730301075e-09,-0.00014751606181562238
-4.799999727630789e-09,2.1019075091999184e-05
-4.599999724960502e-09,0.0001523714000200016
-4.399999722290216e-09,0.0002946360719420227
-4.1999997196199295e-09,0.00047731684384189066
-3.999999716949643e-09,0.0007226425707074213
-3.799999714279357e-09,0.0009768598395680783
-3.5999997116090703e-09,0.001156711484469497
-3.399999708938784e-09,0.0012492643534187664
-3.1999997062684975e-09,0.0013220133333788908
-2.999999703598211e-09,0.0014137578803286033
-2.7999997009279248e-09,0.001540260273259264
-2.5999996982576384e-09,0.0016881831991781837
-2.399999695587352e-09,0.0017835651951259024
-2.1999996929170656e-09,0.0018761180640751718
-1.999999690246779e-09,0.001946037917036847
-1.7999996875764928e-09,0.002022020184995199
-1.5999996849062064e-09,0.002048694810980578
-1.39999968223592e-09,0.002076986080965071
-1.1999996795656336e-09,0.002076177758965514
-9.999996768953472e-10,0.002146097611927189
-7.999996742250608e-10,0.0022810873858531977
-5.999996715547744e-10,0.002363940390807784
-3.9999966888448805e-10,0.002357877975811107
-1.9999966621420166e-10,0.0022928080548467733
3.3645608473285843e-16,0.002240671285875351
2.0000033912637112e-10,0.002245925378872471
4.000003417966575e-10,0.002235821353878009
6.000003444669439e-10,0.002159839085919657
8.000003471372303e-10,0.002031315887990104
1.0000003498075167e-09,0.0019553336200317517
1.200000352477803e-09,0.001872884776076944
1.4000003551480895e-09,0.001769419560133656
1.6000003578183759e-09,0.0016174550242169516
1.8000003604886623e-09,0.0013697043313527502
2.0000003631589487e-09,0.00115590316246994
2.200000365829235e-09,0.0010164676175463683
2.4000003684995214e-09,0.0008923901906143783
2.600000371169808e-09,0.0007105177407140673
2.8000003738400942e-09,0.00048540006383746004
3.0000003765103806e-09,0.00024209514197082171
3.200000379180667e-09,7.921825906009872e-05
3.4000003818509534e-09,-6.26422518621439e-05
3.6000003845212398e-09,-0.00019520705978948172
3.800000387191526e-09,-0.0003920334666815961
4.0000003898618126e-09,-0.0006159386605588679
4.200000392532099e-09,-0.0008062984914545268
4.400000395202385e-09,-0.0009109761903971503
4.600000397872672e-09,-0.0010403077103262603
4.800000400542958e-09,-0.0012043970762363188
5.0000004032132445e-09,-0.0014331522021109322
5.200000405883531e-09,-0.0016324035750017174
5.400000408553817e-09,-0.0017831556279190863
5.600000411224104e-09,-0.0018890458098610452
5.80000041389439e-09,-0.001997360957801675
6.0000004165646765e-09,-0.002122246706733222
6.200000419234963e-09,-0.0022649155396550213
6.400000421905249e-09,-0.002359489213603183
6.600000424575536e-09,-0.0024649752345453635
6.800000427245822e-09,-0.0025134745545187798
7.0000004299161085e-09,-0.0025458074345010573
7.200000432586395e-09,-0.0025769278314839994
7.400000435256681e-09,-0.0025874360174782396
7.600000437926968e-09,-0.002580161119482227
7.800000440597254e-09,-0.002530853477509254
8.00000044326754e-09,-0.0024807375135367238
8.200000445937827e-09,-0.002446383828555554
8.400000448608113e-09,-0.002416475914571947
8.6000004512784e-09,-0.0023829305515903343
8.800000453948686e-09,-0.00227057379365192
9.000000456618972e-09,-0.002173979314704866
9.200000459289259e-09,-0.0020693016157622424
9.400000461959545e-09,-0.001960582306821834
9.600000464629832e-09,-0.0018510546758818691
9.800000467300118e-09,-0.0017342521469458916
1.0000000469970404e-08,-0.0016368493459992806
1.020000047264069e-08,-0.0015054970210712781
1.0400000475310977e-08,-0.0013810154331395097
1.0600000477981264e-08,-0.001194293051241857
1.080000048065155e-08,-0.0010103997963426536
1.1000000483321836e-08,-0.0008212524484463302
1.1200000485992123e-08,-0.0006789877765243091
1.1400000488662409e-08,-0.0005767350435803564
1.1600000491332695e-08,-0.0005072193516184598
1.1800000494002982e-08,-0.0003475757567059645
1.2000000496673268e-08,-0.00015357847681229941
1.2200000499343555e-08,4.4460413079150385e-05
1.2400000502013841e-08,0.00016045462001557098
1.2600000504684127e-08,0.00024128681997126478
1.2800000507354414e-08,0.000283723724948004
1.30000005100247e-08,0.0003334355279207557
1.3200000512694987e-08,0.0004061845078808801
1.3400000515365273e-08,0.00047367939484388444
1.360000051803556e-08,0.000492270800833694
1.3800000520705846e-08,0.0005322827398117624
1.4000000523376132e-08,0.0005343035448106548
1.4200000526046419e-08,0.0005468325358037873
1.4400000528716705e-08,0.0005116705288230605
1.4600000531386991e-08,0.0004627670478498658
1.4800000534057278e-08,0.00044336731986049926
1.5000000536727564e-08,0.0004389215488629361
1.520000053939785e-08,0.00045266302285540405
